tokenID	Bit String	Type of Token	description	external_url	Starting Project	Unit	Deleverable	Years_Duration	Impact Type	SDGs	KML	Starting Date	Implementer Partner	Document Type	Internal Verification	IV_Document	Local Verification	Imv_Document	Project Type	Impact Unit
1036	01100000010001100000101000101010101110000101011000000000010000001100000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1037	01100000010001100000101000101010101110000101011000000000010000001101000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1038	01100000010001100000101000101010101110000101011000000000010000001110000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1039	01100000010001100000101000101010101110000101011000000000010000001111000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1040	01100000010001100000101000101010101110000101011000000000010000010000000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1041	01100000010001100000101000101010101110000101011000000000010000010001000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1042	01100000010001100000101000101010101110000101011000000000010000010010000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1043	01100000010001100000101000101010101110000101011000000000010000010011000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1044	01100000010001100000101000101010101110000101011000000000010000010100000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1045	01100000010001100000101000101010101110000101011000000000010000010101000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1046	01100000010001100000101000101010101110000101011000000000010000010110000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1047	01100000010001100000101000101010101110000101011000000000010000010111000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1048	01100000010001100000101000101010101110000101011000000000010000011000000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1049	01100000010001100000101000101010101110000101011000000000010000011001000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1050	01100000010001100000101000101010101110000101011000000000010000011010000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1051	01100000010001100000101000101010101110000101011000000000010000011011000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1052	01100000010001100000101000101010101110000101011000000000010000011100000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1053	01100000010001100000101000101010101110000101011000000000010000011101000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1054	01100000010001100000101000101010101110000101011000000000010000011110000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1055	01100000010001100000101000101010101110000101011000000000010000011111000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1056	01100000010001100000101000101010101110000101011000000000010000100000000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1057	01100000010001100000101000101010101110000101011000000000010000100001000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1058	01100000010001100000101000101010101110000101011000000000010000100010000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1059	01100000010001100000101000101010101110000101011000000000010000100011000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1060	01100000010001100000101000101010101110000101011000000000010000100100000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1061	01100000010001100000101000101010101110000101011000000000010000100101000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
